"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000002617"	92.5	92.5	96.16	36.86	57.93	16.62	24.23	56.13	35.63	-1.3435940511	0.0083104586	0.0404151743	"17"	23173869	23193252	"Zfp40"	"protein_coding"	56.5066666666667	2.0803750096751	"TRUE"
"ENSMUSG00000002661"	148	244.86	190.25	287.03	348.55	456.91	614.08	251.38	197.74	0.9050957028	0.0100938204	0.0467524075	"17"	56997339	56999322	"Alkbh7"	"protein_coding"	304.311111111111	1.99594442696343	"FALSE"
"ENSMUSG00000002668"	2649.24	2745.53	3223.18	1784.9	1560.28	1078.47	1477.88	1696.19	1584.57	-0.9623158155	0.0001663575	0.0016880919	"17"	57066056	57078510	"Dennd1c"	"protein_coding"	1977.80444444444	3.778957614782	"FALSE"
"ENSMUSG00000002679"	246.05	265.07	271.88	561.51	497.24	843.59	657.87	448.25	462.28	1.2810052948	6.82683215500667e-07	1.42428199249904e-05	"12"	81573557	81595008	"Med6"	"protein_coding"	472.637777777778	6.16578077461287	"TRUE"
"ENSMUSG00000002699"	10497.98	8711.54	9008.87	3073.38	3595.59	1768.75	735.21	1195.06	978.89	-1.741819186	5.32255961563576e-07	1.14952961967918e-05	"11"	34046920	34092295	"Lcp2"	"protein_coding"	4396.14111111111	6.27387946552202	"TRUE"
"ENSMUSG00000002718"	3381.85	2366.97	2889.73	2115.84	1183.72	1268.03	809.76	1806.02	1412.66	-0.919172486	0.0074469884	0.0369568312	"2"	166906040	166946389	"Cse1l"	"protein_coding"	1914.95333333333	2.12801932264648	"FALSE"
"ENSMUSG00000002728"	907.44	785.1	736.79	1048.51	1624	1865.42	1305.5	785.05	819.45	0.9017854913	0.0001815762	0.0018151525	"2"	145902099	145916425	"Naa20"	"protein_coding"	1097.47333333333	3.7409410769936	"FALSE"
"ENSMUSG00000002768"	673.41	922.69	800.43	1191.24	1604.69	1826.9	2819.72	1221.1	1251.45	0.9476469804	0.0049864183	0.0270212064	"17"	46681137	46683105	"Mea1"	"protein_coding"	1367.95888888889	2.3022112922659	"FALSE"
"ENSMUSG00000002781"	137.83	154.69	180.56	52.54	36.69	75.52	37.27	77.28	45.43	-1.5179633693	0.0003560326	0.0031961741	"7"	45896941	45917413	"Tmem143"	"protein_coding"	88.6455555555556	3.4485102341847	"TRUE"
"ENSMUSG00000002799"	2616.86	3009.82	3431.42	324.67	760.83	367.8	1005.45	944.5	977.11	-2.6414428091	9.45544872380317e-17	1.25649061608093e-14	"12"	112908590	112929495	"Jag2"	"protein_coding"	1493.16222222222	16.0243178561741	"TRUE"
"ENSMUSG00000002803"	102.68	146.92	229.68	263.5	261.66	250.74	337.32	392.93	334.02	0.6893969786	0.0077436588	0.0381568149	"12"	112976482	112978930	"Btbd6"	"protein_coding"	257.716666666667	2.1110537911002	"FALSE"
"ENSMUSG00000002845"	2083.13	1498.69	1598.1	3146.31	4485.79	4344.08	4616.29	11517.83	11373.46	1.209291279	3.91913125986613e-05	0.0005013172	"16"	38558698	38592162	"Tmem39a"	"protein_coding"	4962.63111111111	4.40681019085185	"TRUE"
"ENSMUSG00000002871"	650.28	725.25	614.34	1192.02	1602.76	823.2	1497.45	1583.93	1337.84	0.8619714527	0.0006867214	0.0054537757	"6"	88902251	88912238	"Tpra1"	"protein_coding"	1114.11888888889	3.16321941866506	"FALSE"
"ENSMUSG00000002881"	6477.87	3835.35	4506.51	3064.75	2391.59	1493.09	1967.1	2938.44	2838.69	-1.092519104	8.54261779480587e-05	0.000961808	"1"	52457294	52500679	"Nab1"	"protein_coding"	3279.26555555556	4.0684090239683	"TRUE"
"ENSMUSG00000002908"	20.35	31.09	2.77	61.17	140	79.3	340.12	203.38	337.58	2.3760096585	0.0011167868	0.008169538	"8"	70842049	70863258	"Kcnn1"	"protein_coding"	135.084444444444	2.95202972788803	"TRUE"
"ENSMUSG00000002910"	222	348.24	279.49	1184.96	1253.24	647.23	618.74	1011.21	783.82	1.8595533931	1.73146311188266e-07	4.21511259080605e-06	"8"	70835129	70839720	"Arrdc2"	"protein_coding"	705.436666666667	6.76158675648325	"TRUE"
"ENSMUSG00000002948"	605.88	839.52	850.25	517.59	543.59	432.75	389.51	575.16	454.26	-0.6211382929	0.0039543518	0.0224978571	"8"	4238740	4247897	"Map2k7"	"protein_coding"	578.723333333333	2.40292469617504	"FALSE"
"ENSMUSG00000002957"	4530.72	4419.12	4307.96	1273.58	1117.1	712.94	1491.86	1570.91	1727.08	-2.0952935124	2.30253479102132e-34	2.00157430604491e-31	"7"	141562173	141633011	"Ap2a2"	"protein_coding"	2350.14111111111	33.6377937989446	"TRUE"
"ENSMUSG00000002968"	1289.47	1570.98	1611.25	944.99	838.07	837.55	697.01	610.14	916.54	-0.77104395	0.0016266688	0.0111196561	"7"	44876765	44892712	"Med25"	"protein_coding"	1035.11111111111	2.78870086315079	"FALSE"
"ENSMUSG00000002981"	4204.19	4328.95	3673.56	9643.62	11083.18	6103.76	16307.04	13046.44	13018.6	1.1361893637	0.0009440923	0.0070823164	"7"	19631571	19665033	"Clptm1"	"protein_coding"	9045.48222222222	3.02498554445074	"TRUE"
"ENSMUSG00000002983"	5519.55	4178.15	4550.79	22495.5	30585.66	15521.47	52008.28	48684.36	45950.79	2.2674694684	1.37941446787338e-10	6.585520376028e-09	"7"	19606217	19629438	"Relb"	"protein_coding"	25499.3944444444	9.86030522326181	"TRUE"
"ENSMUSG00000002985"	933.34	1490.14	1073.7	16386.39	26834.63	26704.15	5090.59	4300.27	6541.37	4.3215207861	6.82489377685028e-09	2.34544797694766e-07	"7"	19696109	19699188	"Apoe"	"protein_coding"	9928.28666666667	8.16590410362593	"TRUE"
"ENSMUSG00000003039"	3447.52	3557.84	3488.15	7256.44	9582.76	6982.85	20531.03	15286.06	15616.8	1.182781022	0.0097257244	0.0454371696	"8"	72219730	72224418	"Fam32a"	"protein_coding"	9527.71666666667	2.01207804129211	"TRUE"
"ENSMUSG00000003051"	86.03	57.52	33.21	0	0.97	0	0	0	0	-7.6281451537	4.02415531177714e-08	1.1485082389823e-06	"1"	135253575	135258568	"Elf3"	"protein_coding"	19.7477777777778	7.39532526608679	"TRUE"
"ENSMUSG00000003070"	55.5	34.2	59.5	514.45	667.17	483.35	1274.74	1797.88	1578.34	3.4798590277	4.18462591195075e-17	5.93903744224684e-15	"10"	80179482	80190010	"Efna2"	"protein_coding"	718.347777777778	16.3783433600452	"TRUE"
"ENSMUSG00000003123"	1475.4	1626.17	1380.87	788.93	910.48	602.67	861.01	1714.09	1772.51	-0.9618649771	0.0001147094	0.001232963	"7"	25379527	25398710	"Lipe"	"protein_coding"	1236.90333333333	3.94040099185586	"FALSE"
"ENSMUSG00000003153"	3203.32	2797.61	2887.65	1275.93	1237.79	515.07	75.48	308.32	281.46	-1.5533203447	0.0046105432	0.0254335702	"6"	122727809	122801640	"Slc2a3"	"protein_coding"	1398.07	2.33624790435764	"TRUE"
"ENSMUSG00000003154"	895.41	910.25	1012.13	471.32	367.86	172.95	838.65	750.07	586.98	-1.477689634	5.82646819155084e-05	0.0006998135	"6"	122819914	122845366	"Foxj2"	"protein_coding"	667.291111111111	4.23459462014823	"TRUE"
"ENSMUSG00000003161"	5748.96	6287.82	6270.65	9391.88	11867.18	11379.04	31580.68	14130.05	14668.2	0.8340978134	0.0017119106	0.0116072765	"5"	8046078	8069379	"Sri"	"protein_coding"	12369.3844444444	2.76651891894651	"FALSE"
"ENSMUSG00000003199"	1492.05	1829.83	1594.64	3208.27	4594.9	2019.48	6706.39	3504.65	3461.3	0.9982160714	0.0005805707	0.0047258861	"17"	56005711	56016790	"Mpnd"	"protein_coding"	3156.83444444444	3.23614488574411	"FALSE"
"ENSMUSG00000003228"	53.65	44.31	64.34	208.6	253.93	204.67	256.25	272.53	317.98	2.0367160249	4.57339751968556e-10	1.97546154147412e-08	"19"	60889749	61092553	"Grk5"	"protein_coding"	186.251111111111	9.33976104810484	"TRUE"
"ENSMUSG00000003233"	552.23	509.93	607.42	339.57	355.31	294.54	318.69	553.19	490.78	-0.7553431352	0.0108710468	0.0495960307	"16"	20516982	20532520	"Dvl3"	"protein_coding"	446.851111111111	1.96372863460968	"FALSE"
"ENSMUSG00000003271"	54.58	35.76	57.42	87.05	136.14	118.57	55.91	32.54	70.37	1.208485318	0.0017415735	0.0117397244	"7"	45729983	45784669	"Sult2b1"	"protein_coding"	72.0377777777778	2.75905819219579	"TRUE"
"ENSMUSG00000003283"	11717.14	11860.5	11509.79	7042.34	8876.97	5691.41	12559.22	10161.69	11851.77	-0.6993551058	4.78538694840523e-05	0.0005953341	"2"	153108468	153151441	"Hck"	"protein_coding"	10141.2033333333	4.32008293923244	"FALSE"
"ENSMUSG00000003345"	6428.84	5697.05	5152.67	3644.29	4335.17	2387.28	3472.93	4195.33	3552.15	-0.7371870661	0.0005356809	0.0044051674	"10"	80622780	80640771	"Csnk1g2"	"protein_coding"	4318.41222222222	3.27109383836204	"FALSE"
"ENSMUSG00000003352"	953.69	797.54	1130.43	13443.97	17497.11	5914.2	67672.36	52970.8	51849.95	3.6768102012	1.05692190546831e-17	1.62136483189598e-15	"15"	98632220	98644530	"Cacnb3"	"protein_coding"	23581.1166666667	16.9759571009396	"TRUE"
"ENSMUSG00000003355"	68.45	77.73	65.72	307.42	180.55	579.26	10.25	37.42	40.08	2.3332022547	5.43952239198619e-06	8.8383766093464e-05	"15"	98724373	98728198	"Fkbp11"	"protein_coding"	151.875555555556	5.26443923111631	"TRUE"
"ENSMUSG00000003363"	235.88	256.52	320.31	1669.62	2296.97	1147.19	694.21	869.65	986.91	2.6526303036	1.6056210663447e-14	1.46921369768199e-12	"7"	27532000	27553218	"Pld3"	"protein_coding"	941.917777777778	13.7943569423783	"TRUE"
"ENSMUSG00000003379"	591.08	503.71	638.55	4530.47	3768.41	11795.92	3034.97	2630.93	2494.88	3.535211849	7.24203063061986e-15	6.96269516343881e-13	"7"	24897381	24902197	"Cd79a"	"protein_coding"	3332.10222222222	14.1401396426395	"TRUE"
"ENSMUSG00000003380"	802.91	1172.99	956.79	2172.3	2829.93	3700.62	4807.32	1912.59	1602.39	1.569225337	0.0076425942	0.0377479743	"7"	24969752	24972754	"Rabac1"	"protein_coding"	2217.53777777778	2.11675919960376	"TRUE"
"ENSMUSG00000003418"	364.46	155.47	371.51	4203.45	3164	2233.97	1022.22	1663.65	2056.65	3.429261093	6.82582538188575e-23	1.8737788808195e-20	"2"	13651021	13794064	"St8sia6"	"protein_coding"	1692.82	22.1658448260271	"TRUE"
"ENSMUSG00000003420"	822.34	916.47	979.62	1711.96	2414.76	1205.35	1890.69	707.76	727.71	0.971519405	0.0028941567	0.0175360282	"7"	45092990	45103851	"Fcgrt"	"protein_coding"	1264.07333333333	2.53847795832308	"FALSE"
"ENSMUSG00000003452"	22.2	64.52	20.06	141.16	74.34	128.39	63.36	65.08	83.73	1.6875913167	0.0031124257	0.0185739522	"6"	149408886	149563329	"Bicd1"	"protein_coding"	73.6488888888889	2.50690100727457	"TRUE"
"ENSMUSG00000003458"	4075.61	4001.69	4265.06	3016.91	3064.55	1868.44	2226.14	3714.54	4083.01	-0.6347810841	0.0086506698	0.0416353154	"1"	172066013	172082795	"Ncstn"	"protein_coding"	3368.43888888889	2.06295026488406	"FALSE"
"ENSMUSG00000003541"	292.3	528.58	784.52	1863.32	3731.73	1765.73	527.42	483.23	471.19	2.1955463467	1.41996723742039e-10	6.73290374415946e-09	"17"	35821684	35822923	"Ier3"	"protein_coding"	1160.89111111111	9.84772167587869	"TRUE"
"ENSMUSG00000003549"	252.53	352.13	311.32	382.7	504.97	660.07	631.78	400.25	292.15	0.7562747447	0.0098201222	0.0457519448	"7"	19344778	19356524	"Ercc1"	"protein_coding"	420.877777777778	2.00788310788968	"FALSE"
"ENSMUSG00000003604"	513.38	488.16	446.92	763.05	813.93	1053.54	1394.95	767.96	760.67	0.8614387933	0.0004011378	0.0035060484	"2"	112492964	112634573	"Aven"	"protein_coding"	778.062222222222	3.39670641167101	"FALSE"
"ENSMUSG00000003644"	8270.54	9474.1	8498.3	3949.36	3203.59	1900.91	1536.59	2934.37	3080.07	-1.535375131	2.20758558782895e-06	3.99799115615237e-05	"4"	133847290	133887797	"Rps6ka1"	"protein_coding"	4760.87	5.65608244987892	"TRUE"
"ENSMUSG00000003657"	9.25	4.66	0	0	0	0	0	0	0	-31.3297617349	1.82311509406816e-07	4.40227432957686e-06	"8"	110137502	110168210	"Calb2"	"protein_coding"	1.54555555555556	6.73918591327542	"TRUE"
"ENSMUSG00000003660"	2425.38	2025.72	2875.89	1662.56	1316.97	912.32	1658.66	2180.24	2070.9	-0.9128552704	0.0084296181	0.0407949716	"2"	127208386	127240451	"Snrnp200"	"protein_coding"	1903.18222222222	2.07419210044283	"FALSE"
"ENSMUSG00000003731"	449.56	466.4	459.37	274.48	104.28	290.76	266.5	342.49	296.61	-1.0358903636	0.0021122609	0.0136560582	"4"	129643980	129672767	"Kpna6"	"protein_coding"	327.827777777778	2.67525244010018	"TRUE"
"ENSMUSG00000003746"	3145.05	2614.16	3198.28	9381.69	6366.62	4764.74	5303.98	10704.31	11626.42	1.1953845199	8.5623e-05	0.0009629932	"10"	53904788	54075796	"Man1a"	"protein_coding"	6345.02777777778	4.06740955972268	"TRUE"
"ENSMUSG00000003752"	661.38	609.43	621.25	261.93	130.34	142.74	155.62	307.51	266.32	-1.8209829286	2.53e-07	5.89122111413491e-06	"7"	27207172	27228661	"Itpkc"	"protein_coding"	350.724444444444	6.59687947882418	"TRUE"
"ENSMUSG00000003779"	912.06	846.51	1218.98	579.54	139.03	243.18	47.52	300.19	237.82	-1.6297493955	0.0020583918	0.0133991352	"18"	34624624	34633265	"Kif20a"	"protein_coding"	502.758888888889	2.68647195688994	"TRUE"
"ENSMUSG00000003863"	0	0	0.69	3.92	25.1	18.88	46.59	17.9	12.47	5.8092484953	0.0001052778	0.0011463524	"7"	45339122	45367019	"Ppfia3"	"protein_coding"	13.95	3.97766319912757	"TRUE"
"ENSMUSG00000003873"	1792.68	2281.46	2052.63	3250.61	4959.86	5398.38	6069.95	4209.97	4270.95	1.151241479	1.86177410456023e-05	0.0002608609	"7"	45461697	45466898	"Bax"	"protein_coding"	3809.61	4.73007301459767	"TRUE"
"ENSMUSG00000003882"	355.21	209.88	222.77	774.03	1022.48	803.56	1638.16	3154.84	3990.38	1.7229310135	0.0047709127	0.0261316752	"15"	9506161	9529876	"Il7r"	"protein_coding"	1352.36777777778	2.32139853025624	"TRUE"
"ENSMUSG00000003923"	575.36	608.65	551.38	1033.61	844.83	1184.2	1036.2	746	583.41	0.8200677444	0.0002286023	0.0022126289	"10"	71225464	71238280	"Tfam"	"protein_coding"	795.96	3.64091940442069	"FALSE"
"ENSMUSG00000004069"	1308.89	1176.88	841.25	763.05	510.76	728.8	453.8	482.42	560.26	-0.7312617679	0.0048196743	0.026329632	"16"	4639989	4707695	"Dnaja3"	"protein_coding"	758.456666666667	2.31698230916614	"FALSE"
"ENSMUSG00000004113"	0	0	1.38	40	21.24	36.25	54.05	43.12	39.19	5.999551881	7.95419844800776e-06	0.0001243991	"2"	24603887	24763152	"Cacna1b"	"protein_coding"	26.1366666666667	5.09940357807224	"TRUE"
"ENSMUSG00000004127"	284.9	246.41	179.87	195.27	42.48	67.22	128.59	139.93	90.85	-1.2169315009	0.0025319927	0.0157545372	"3"	138143448	138159821	"Trmt10a"	"protein_coding"	152.835555555556	2.59653755076933	"TRUE"
"ENSMUSG00000004207"	91992.57	81452.51	69343.78	32177.54	50420.29	29096.71	16979.82	13609.4	23135.27	-1.1201577739	2.21484040191574e-05	0.0003036019	"10"	60277627	60302597	"Psap"	"protein_coding"	45356.4322222222	4.65465756292377	"TRUE"
"ENSMUSG00000004267"	70.3	73.85	60.19	1251.62	1693.52	733.33	3984.51	3767.42	2574.15	4.170311763	3.5384571953579e-10	1.56073641578757e-08	"6"	124760053	124769673	"Eno2"	"protein_coding"	1578.76555555556	9.45118605367814	"TRUE"
"ENSMUSG00000004296"	883.39	467.95	745.09	3038.09	3791.59	4208.89	18374.78	10701.06	11868.7	2.3967680027	1.9769740580827e-10	9.14536802079366e-09	"11"	44400063	44414033	"Il12b"	"protein_coding"	6008.83777777778	9.70399902947512	"TRUE"
"ENSMUSG00000004356"	622.53	492.05	586.66	199.19	129.38	328.52	49.39	178.97	86.4	-1.3711857527	0.0041752097	0.0234980845	"10"	88746607	88826814	"Utp20"	"protein_coding"	297.01	2.37932170718259	"TRUE"
"ENSMUSG00000004359"	1.85	2.33	2.08	1219.47	2077.79	1635.07	191.03	420.59	525.52	9.6169047566	9.86839638865504e-36	9.35837972075046e-33	"10"	88674772	88685015	"Spic"	"protein_coding"	675.081111111111	35.0057534143152	"TRUE"
"ENSMUSG00000004364"	3921.13	3208.04	4128.78	2707.93	1874.07	1924.32	1749.98	3156.46	3344.61	-0.7909621113	0.0092207758	0.0436430441	"1"	80264923	80340480	"Cul3"	"protein_coding"	2890.59111111111	2.03523253757057	"FALSE"
"ENSMUSG00000004393"	1507.77	1924.67	1640.99	1231.23	1039.86	1123.78	970.04	892.43	679.61	-0.5795026683	0.0010205781	0.0075616054	"11"	6258919	6267772	"Ddx56"	"protein_coding"	1223.37555555556	2.99115375517996	"FALSE"
"ENSMUSG00000004394"	1187.72	1149.67	1120.75	1662.56	1876	1403.22	2588.63	2151.76	2075.35	0.5147696104	0.0030884416	0.0184625091	"11"	6270369	6274870	"Tmed4"	"protein_coding"	1690.62888888889	2.5102606064155	"FALSE"
"ENSMUSG00000004451"	3006.29	3158.29	3025.32	1620.99	2121.24	1252.93	1993.19	1679.11	1828.63	-0.8801551881	3.7644422302482e-06	6.3748e-05	"1"	119470305	119504794	"Ralb"	"protein_coding"	2187.33222222222	5.42429936322698	"FALSE"
"ENSMUSG00000004460"	4342.94	4049.89	4023.62	7894.01	5209.93	7095.38	3749.69	3245.95	2898.37	0.7022027478	0.0003765364	0.0033357444	"16"	22857845	22879634	"Dnajb11"	"protein_coding"	4723.30888888889	3.42419303392539	"FALSE"
"ENSMUSG00000004508"	1412.5	1294.25	2082.38	810.89	521.38	169.93	238.55	844.43	1208.69	-1.6728720076	0.0020077629	0.0131396808	"7"	97081586	97308946	"Gab2"	"protein_coding"	953.666666666667	2.69728757504367	"TRUE"
"ENSMUSG00000004530"	5076.47	4486.75	4883.55	2814.58	2400.28	1243.11	1630.7	2409.65	1954.22	-1.1617202357	1.99273143431305e-05	0.0002764252	"5"	113842436	113908758	"Coro1c"	"protein_coding"	2988.81222222222	4.70055122837188	"TRUE"
"ENSMUSG00000004562"	726.14	776.55	708.42	2178.58	2501.66	1147.95	8528.12	8378.45	9411.23	1.3980705883	1.347e-05	0.0001973485	"14"	51984719	52006251	"Arhgef40"	"protein_coding"	3817.45555555556	4.87063240427701	"TRUE"
"ENSMUSG00000004568"	151.7	155.47	206.85	517.59	566.76	396.5	407.21	442.56	289.48	1.525610229	0.0005779256	0.0047061914	"8"	3393006	3456601	"Arhgef18"	"protein_coding"	348.235555555556	3.23812806744313	"TRUE"
"ENSMUSG00000004591"	1418.97	1153.56	1506.78	999.1	697.1	688.01	1075.33	1028.29	1182.86	-0.7746158026	0.0040405881	0.022863789	"3"	142790902	142882004	"Pkn2"	"protein_coding"	1083.33333333333	2.39355541954366	"FALSE"
"ENSMUSG00000004609"	6388.14	5771.67	6674.67	277.62	270.34	249.23	17.7	73.22	123.81	-4.5623298945	3.8877477431811e-07	8.68416286573739e-06	"7"	43524216	43544428	"Cd33"	"protein_coding"	2205.15555555556	6.4103019220633	"TRUE"
"ENSMUSG00000004612"	20.35	73.07	58.11	330.16	294.48	631.37	2297.9	677.66	653.78	3.0481705973	1.253e-06	2.44532636559365e-05	"7"	43437073	43438249	"Nkg7"	"protein_coding"	559.653333333333	5.90204892900585	"TRUE"
"ENSMUSG00000004633"	2041.5	1958.09	1812.57	1311.22	1151.86	740.88	247.87	262.77	267.21	-0.8594232431	7.27376681285805e-05	0.0008398041	"6"	54039554	54301810	"Chn2"	"protein_coding"	1088.21888888889	4.13824062595278	"FALSE"
"ENSMUSG00000004642"	2009.13	2161.75	2465.64	3141.61	2756.55	4264.78	2529.92	2939.25	2852.94	0.6148487591	0.0010986859	0.0080524757	"5"	33634952	33652574	"Slbp"	"protein_coding"	2791.28555555556	2.95912644897242	"FALSE"
"ENSMUSG00000004655"	28.68	41.98	45.66	3.14	2.9	2.27	3.73	3.25	8.91	-3.8133222158	4.8435e-05	0.0006007719	"6"	55336432	55348555	"Aqp1"	"protein_coding"	15.6133333333333	4.31484069592716	"TRUE"
"ENSMUSG00000004698"	1611.37	1546.11	2402	643.85	341.79	377.61	97.84	257.07	246.73	-2.027613118	1.8e-07	4.3560505031036e-06	"12"	34047580	34917095	"Hdac9"	"protein_coding"	836.041111111111	6.74472749489669	"TRUE"
"ENSMUSG00000004707"	478.23	575.22	440.69	1948.02	1760.14	1224.23	785.53	639.43	465.84	1.7229249954	2.90243553835019e-10	1.3e-08	"1"	171588624	171607410	"Ly9"	"protein_coding"	924.147777777778	9.53723741694673	"TRUE"
"ENSMUSG00000004709"	5764.68	5133.49	5784.3	1054.78	600.55	622.31	118.34	89.49	82.84	-2.8725278439	1.40086382229191e-13	1.0987301475367e-11	"1"	171559193	171609746	"Cd244"	"protein_coding"	2138.97555555556	12.8536040803471	"TRUE"
"ENSMUSG00000004788"	4847.99	4789.13	3531.74	1536.3	1311.17	1836.72	3051.75	1984.18	1736.88	-1.4908748998	3.20911431336709e-11	1.74669510989525e-09	"12"	85219481	85226628	"Eif2b2"	"protein_coding"	2736.20666666667	10.4936148124214	"TRUE"
"ENSMUSG00000004789"	4562.17	4132.29	3755.19	2498.54	3258.62	1905.44	1797.5	2099.7	2294.47	-0.7003974842	0.003191884	0.0189451708	"12"	85110833	85134091	"Dlst"	"protein_coding"	2922.65777777778	2.49595290023964	"FALSE"
"ENSMUSG00000004791"	2121.06	1862.48	1129.05	79.21	65.66	21.15	94.11	217.21	243.16	-4.945552929	4.49430341381812e-09	1.59735352849212e-07	"12"	85166639	85177296	"Pgf"	"protein_coding"	648.121111111111	8.34733761137865	"TRUE"
"ENSMUSG00000004798"	1029.54	923.47	1543.45	473.67	446.07	146.51	366.21	624.78	653.78	-1.7140442122	0.0001504517	0.0015447215	"11"	61775649	61855073	"Ulk2"	"protein_coding"	689.72	3.82260290066934	"TRUE"
"ENSMUSG00000004837"	1177.54	1467.6	1312.38	2466.39	1836.41	2115.4	3089.02	2121.66	1524.89	0.697573623	0.0078093778	0.0383990218	"11"	61653265	61672784	"Grap"	"protein_coding"	1901.25444444444	2.10738356648006	"FALSE"
"ENSMUSG00000004885"	0	0	0	0	1.93	27.19	0	13.02	26.72	6.0621137448	0.0030952232	0.0184891446	"3"	87948666	87953376	"Crabp2"	"protein_coding"	7.65111111111111	2.50930802805477	"TRUE"
"ENSMUSG00000004929"	639.18	677.05	498.11	366.23	284.83	198.63	276.75	158.64	158.55	-1.0944305115	0.0094043004	0.0442993723	"10"	81070035	81082559	"Thop1"	"protein_coding"	361.996666666667	2.02667350672929	"TRUE"
"ENSMUSG00000004933"	619.76	722.14	642.7	1715.88	2078.76	1385.09	487.35	603.63	241.38	1.3838217784	3.6020056182351e-05	0.0004679243	"10"	81252935	81263365	"Matk"	"protein_coding"	944.076666666667	4.44345561412432	"TRUE"
"ENSMUSG00000004934"	672.48	686.38	571.44	963.81	1130.62	1119.25	1659.59	1127.54	1002.94	0.735634489	0.0007116552	0.0056214305	"10"	81153266	81167923	"Pias4"	"protein_coding"	992.672222222222	3.14773037294669	"FALSE"
"ENSMUSG00000004996"	1489.27	1937.11	1411.31	945.78	1265.79	978.02	630.85	506.82	456.93	-0.6013855123	0.0089855565	0.0428492948	"8"	84249906	84257326	"Mri1"	"protein_coding"	1069.09777777778	2.04645502068134	"FALSE"
"ENSMUSG00000005034"	2991.49	2244.15	2867.59	1232.02	1000.28	618.53	470.57	1157.64	1207.8	-1.5071977169	5.21383325668778e-05	0.0006372361	"3"	146729574	146812990	"Prkacb"	"protein_coding"	1532.23	4.28284286209334	"TRUE"
"ENSMUSG00000005054"	1169.22	1242.95	1147.04	2573.83	4633.52	5048.71	12010.37	3106.84	3416.76	1.7838549982	4.2076e-05	0.000533961	"10"	78425670	78427619	"Cstb"	"protein_coding"	3816.58222222222	4.37596555356198	"TRUE"
"ENSMUSG00000005078"	298.78	404.99	289.87	532.49	571.59	666.11	660.67	382.35	341.14	0.8331587713	0.0013803806	0.0097623321	"12"	72085589	72101461	"Jkamp"	"protein_coding"	460.887777777778	2.86000115295354	"FALSE"
"ENSMUSG00000005089"	0	3.11	2.08	141.94	146.76	136.7	1.86	64.27	111.34	6.3203474291	1.29398040892277e-08	4.15327896482395e-07	"2"	102658659	102790784	"Slc1a2"	"protein_coding"	67.5622222222222	7.88807229890777	"TRUE"
"ENSMUSG00000005102"	1313.52	1114.69	1101.38	595.23	284.83	343.63	299.12	617.46	526.41	-1.5274172536	4.30978372897989e-06	7.17025661385226e-05	"2"	118388618	118475234	"Eif2ak4"	"protein_coding"	688.474444444444	5.36554452280151	"TRUE"
