"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000000776"	614.21	485.05	478.74	516.8	766.62	517.33	255.32	291.24	340.25	0.1904010508	0.6573047099	0.8079156475	"14"	70438748	70443471	"Polr3d"	"protein_coding"	473.951111111111	0.182233255782538	"FALSE"
"ENSMUSG00000000782"	212.75	239.42	372.89	6132.64	6372.42	3418.17	9843.86	18100.03	20312.62	4.2692180247	1.27477378603392e-33	9.60222205561632e-31	"11"	52252371	52283014	"Tcf7"	"protein_coding"	7222.75555555556	32.894566875774	"TRUE"
"ENSMUSG00000000787"	6940.37	5180.9	6897.43	5747.59	4758.07	4475.49	3293.09	5967.99	6475.45	-0.3442674463	0.549148425	0.7305288268	"X"	13280970	13294052	"Ddx3x"	"protein_coding"	5526.26444444444	0.260310257651042	"FALSE"
"ENSMUSG00000000791"	16.65	15.55	3.46	32.15	1.93	79.3	53.11	74.84	41.86	1.6814888771	0.0635122609	0.1832719639	"8"	70808449	70821424	"Il12rb1"	"protein_coding"	35.4277777777778	1.19714242703549	"FALSE"
"ENSMUSG00000000792"	0	0	0	1.57	25.1	0	0	0	0	5.9296061943	0.2453602257	0.4536467909	"8"	70882889	70892757	"Slc5a5"	"protein_coding"	2.96333333333333	0.610195837530056	"FALSE"
"ENSMUSG00000000794"	0	0	4.84	0	0	0	0	0	0	-3.4119333594	0.3717114156	0.5856711976	"3"	89520164	89675132	"Kcnn3"	"protein_coding"	0.537777777777778	0.429794101115846	"FALSE"
"ENSMUSG00000000804"	419.03	324.15	445.53	391.33	369.79	265.84	519.96	645.12	733.05	-0.2111553254	0.7054504171	0.8383829139	"11"	84984442	85140161	"Usp32"	"protein_coding"	457.088888888889	0.151533505420048	"FALSE"
"ENSMUSG00000000805"	1.85	13.21	3.46	0	0.97	0	3.73	0	0	-4.3775869442	0.0664021526	0.1887138143	"11"	84957786	84966044	"Car4"	"protein_coding"	2.58	1.17781784160866	"FALSE"
"ENSMUSG00000000811"	249.75	94.06	222.77	100.38	129.38	118.57	125.8	63.45	100.65	-0.7018092662	0.1383347671	0.3127649151	"6"	89643988	89675529	"Txnrd3"	"protein_coding"	133.867777777778	0.859068656751728	"FALSE"
"ENSMUSG00000000817"	21.28	31.87	24.91	90.19	280	154.07	218.98	133.42	99.76	2.7468490024	0.00919648	0.0435762348	"1"	161780689	161788495	"Fasl"	"protein_coding"	117.164444444444	2.03637836929586	"TRUE"
"ENSMUSG00000000823"	613.28	652.96	621.95	277.62	156.41	255.27	241.34	445.81	451.59	-1.4522931068	1.59175596424071e-05	0.0002269911	"2"	181582103	181592803	"Zfp512b"	"protein_coding"	412.914444444444	4.79812351417844	"TRUE"
"ENSMUSG00000000826"	2861.99	2502.22	2849.6	2998.09	2000.55	1610.15	5241.55	5240.7	5521.5	-0.3136131036	0.2192606019	0.4231004885	"2"	181520485	181555133	"Dnajc5"	"protein_coding"	3425.15	0.659039398028745	"FALSE"
"ENSMUSG00000000827"	1036.01	1224.29	1075.78	1705.69	1718.62	2187.14	3782.3	1765.34	1846.44	0.7502235901	0.2447455742	0.4529519129	"2"	181497142	181517966	"Tpd52l2"	"protein_coding"	1815.73444444444	0.611285152917662	"FALSE"
"ENSMUSG00000000838"	1507.77	1021.41	1549.67	1019.49	578.35	712.94	464.05	1339.06	1117.84	-0.8196859221	0.1844274256	0.3790846679	"X"	68678541	68717963	"Fmr1"	"protein_coding"	1034.50888888889	0.734174495966273	"FALSE"
"ENSMUSG00000000861"	789.96	946.01	1246.66	477.59	425.79	459.18	102.5	249.75	230.69	-1.1303385704	0.0174038059	0.0707375028	"11"	24078056	24174123	"Bcl11a"	"protein_coding"	547.57	1.7593557689227	"FALSE"
"ENSMUSG00000000869"	2.78	0	8.99	8.63	11.59	12.84	0	8.95	11.58	1.4767447046	0.2888353122	0.5009946787	"11"	53602982	53618669	"Il4"	"protein_coding"	7.26222222222222	0.539349712223922	"FALSE"
"ENSMUSG00000000876"	573.51	814.64	645.47	481.51	568.69	705.38	688.62	515.77	270.78	-0.2121708335	0.4354925642	0.6406870966	"2"	154585758	154603708	"Pxmp4"	"protein_coding"	584.93	0.361019255936405	"FALSE"
"ENSMUSG00000000881"	9.25	38.09	49.81	97.24	49.24	53.62	238.55	91.93	47.21	1.0374390387	0.1504348467	0.3304146033	"X"	100767722	100818410	"Dlg3"	"protein_coding"	74.9933333333333	0.822651552197834	"FALSE"
"ENSMUSG00000000884"	124.88	160.91	231.76	171.75	137.1	251.49	140.71	163.52	127.37	0.1140485574	0.7303410118	0.8538860876	"16"	18498768	18566679	"Gnb1l"	"protein_coding"	167.721111111111	0.136474311164197	"FALSE"
"ENSMUSG00000000901"	14.8	6.22	1.38	18.04	26.07	3.02	5.59	1.63	2.67	1.0825516085	0.3428536633	0.5572866497	"10"	75923222	75932502	"Mmp11"	"protein_coding"	8.82444444444444	0.464891205853044	"FALSE"
"ENSMUSG00000000902"	1795.45	2057.59	1979.99	2017.81	2599.17	2554.18	4063.71	2071.22	2128.79	0.2978051219	0.1930753319	0.3903983959	"10"	75896769	75921617	"Smarcb1"	"protein_coding"	2363.10111111111	0.714273209928852	"FALSE"
"ENSMUSG00000000903"	26.83	38.87	48.43	133.32	109.1	612.49	78.27	80.54	92.63	2.9034509038	1.22295750760624e-05	0.0001812588	"10"	75943057	75949657	"Vpreb3"	"protein_coding"	135.608888888889	4.91258863252441	"TRUE"
"ENSMUSG00000000915"	1162.74	1264.72	1223.83	1915.86	1077.52	1007.48	975.63	1197.5	1188.21	0.1320126837	0.6632791474	0.8117553149	"5"	123973628	124005558	"Hip1r"	"protein_coding"	1223.72111111111	0.178303656118582	"FALSE"
"ENSMUSG00000000916"	369.08	434.53	332.07	412.5	429.66	388.19	451.94	266.83	234.26	0.1154398408	0.6542436952	0.8058079273	"5"	135369953	135376805	"Nsun5"	"protein_coding"	368.784444444444	0.184260453866596	"FALSE"
"ENSMUSG00000000934"	169.28	273.62	257.36	158.41	111.03	49.85	168.66	85.42	73.93	-1.1349146597	0.0033662018	0.0197661325	"15"	75657035	75678800	"Top1mt"	"protein_coding"	149.728888888889	2.47285985211557	"TRUE"
"ENSMUSG00000000942"	14.8	3.89	8.99	0	0	0	0	2.44	12.47	-5.9147195271	0.0027279875	0.0167050203	"6"	52189671	52191753	"Hoxa4"	"protein_coding"	4.73222222222222	2.56415762400583	"TRUE"
"ENSMUSG00000000957"	167.43	205.22	186.79	930.09	1538.07	1066.38	55.91	216.4	309.97	2.6591341992	9.4e-08	2.48444633243742e-06	"14"	54431612	54441265	"Mmp14"	"protein_coding"	519.584444444444	7.0268721464003	"TRUE"
"ENSMUSG00000000958"	744.64	552.68	598.42	802.26	872.83	555.85	349.44	1205.64	1234.52	0.2348793891	0.6227085707	0.7841835523	"14"	54369442	54417780	"Slc7a7"	"protein_coding"	768.475555555556	0.205715156790082	"FALSE"
"ENSMUSG00000000959"	655.83	854.29	789.37	637.58	962.62	718.22	1016.63	696.37	803.42	0.010652026	0.9626166959	0.9859625965	"14"	54360841	54369673	"Oxa1l"	"protein_coding"	792.703333333333	0.0165466100653101	"FALSE"
"ENSMUSG00000000976"	659.53	724.47	822.57	612.48	629.52	645.72	846.1	831.42	668.92	-0.2259699758	0.1762546082	0.3685206106	"11"	83753696	83783754	"Heatr6"	"protein_coding"	715.636666666667	0.753859519501563	"FALSE"
"ENSMUSG00000000982"	1760.3	2051.37	1839.55	2392.67	3291.45	2189.41	69.89	280.66	228.91	0.4784039012	0.4223131884	0.6285899023	"11"	83647844	83649355	"Ccl3"	"protein_coding"	1567.13444444444	0.374365355800027	"FALSE"
"ENSMUSG00000001016"	1369.02	1693.02	1578.73	1614.72	1635.59	1521.79	1917.71	1129.17	1052.82	0.0402048635	0.9298722824	0.970475384	"3"	90476126	90488379	"Ilf2"	"protein_coding"	1501.39666666667	0.0315766975298675	"FALSE"
"ENSMUSG00000001017"	3800.88	3097.66	2972.75	2584.02	2968.97	2728.64	2148.8	2729.36	2574.15	-0.2532436708	0.1885863569	0.3842638113	"3"	90498956	90509498	"Chtop"	"protein_coding"	2845.02555555556	0.724489729082066	"FALSE"
"ENSMUSG00000001018"	964.79	946.79	1032.89	1048.51	1148.97	1058.08	1219.77	1192.62	1240.76	0.1442503906	0.2841674251	0.495991382	"3"	90488026	90491033	"Snapin"	"protein_coding"	1094.79777777778	0.546425707936164	"FALSE"
"ENSMUSG00000001020"	7.4	10.11	6.92	196.06	490.48	511.29	15.84	27.66	27.61	5.6159244624	9.13897129305596e-11	4.59437007438618e-09	"3"	90603771	90606045	"S100a4"	"protein_coding"	143.707777777778	10.0391026868584	"TRUE"
"ENSMUSG00000001021"	0.93	3.11	0	20.39	40.55	28.7	4.66	21.15	3.56	4.4856424633	0.0001779892	0.0017887228	"3"	90560578	90602702	"S100a3"	"protein_coding"	13.6722222222222	3.74960634894224	"TRUE"
"ENSMUSG00000001023"	0.93	3.11	2.08	11.76	12.55	8.31	1.86	0.81	0.89	2.3944521717	0.0196632699	0.0774758828	"3"	90608523	90611780	"S100a5"	"protein_coding"	4.7	1.70634425957396	"FALSE"
"ENSMUSG00000001025"	370.93	380.89	324.46	1844.5	2951.59	3426.47	366.21	329.48	381.22	2.9335659155	0.0001138846	0.0012253604	"3"	90612882	90624181	"S100a6"	"protein_coding"	1152.86111111111	3.94353499925015	"TRUE"
"ENSMUSG00000001027"	0	0.78	0	49.41	4.83	24.17	26.09	56.13	105.99	6.5267132341	0.0001897279	0.0018804241	"11"	106318592	106353288	"Scn4a"	"protein_coding"	29.7111111111111	3.72186880023893	"TRUE"
"ENSMUSG00000001029"	70.3	76.18	106.54	610.13	471.17	815.65	469.64	351.44	293.93	2.9050613596	2e-09	7.58151131335323e-08	"11"	106377656	106388075	"Icam2"	"protein_coding"	362.775555555556	8.69897000433602	"TRUE"
"ENSMUSG00000001034"	624.38	734.58	682.13	879.9	974.21	407.07	696.08	938.8	929.01	0.1470655489	0.652338044	0.8044263228	"11"	61488812	61494406	"Mapk7"	"protein_coding"	762.906666666667	0.185527292920906	"FALSE"
"ENSMUSG00000001036"	39.78	36.53	24.91	55.68	41.52	27.94	3.73	61.01	12.47	0.3070391972	0.7456018723	0.861895604	"11"	61517249	61579687	"Epn2"	"protein_coding"	33.73	0.127493010084685	"FALSE"
"ENSMUSG00000001039"	20.35	27.98	16.6	23.53	5.79	62.68	53.11	25.22	10.69	0.5095259503	0.5145930271	0.7040893445	"11"	61505144	61512931	"B9d1"	"protein_coding"	27.3277777777778	0.288536102914848	"FALSE"
"ENSMUSG00000001052"	2113.66	1881.14	2323.13	1064.19	1087.17	810.36	603.83	942.87	1156.14	-1.0932618187	5.68042706797771e-05	0.0006858261	"3"	129982759	130061553	"Sec24b"	"protein_coding"	1331.38777777778	4.24561901177247	"TRUE"
"ENSMUSG00000001053"	272.88	504.49	662.07	534.84	556.14	357.98	233.89	371.78	356.28	0.0084810741	0.9838941211	0.9943185216	"11"	51643063	51650842	"N4bp3"	"protein_coding"	427.816666666667	0.00705163438987213	"FALSE"
"ENSMUSG00000001054"	1655.77	2202.95	1921.87	1193.59	1507.17	1118.49	1270.09	769.59	787.39	-0.5983862222	0.0125133755	0.055088954	"11"	51623671	51635896	"Rmnd5b"	"protein_coding"	1380.76777777778	1.90262552297777	"FALSE"
"ENSMUSG00000001056"	1226.57	1494.81	1293.01	1380.24	1628.83	2660.67	1865.53	749.25	691.19	0.4981157519	0.5436438147	0.7259772706	"11"	51619735	51623714	"Nhp2"	"protein_coding"	1443.34444444444	0.264685548783509	"FALSE"
"ENSMUSG00000001062"	1301.49	1728.78	1566.97	866.57	980	694.06	1064.15	1652.26	1348.53	-0.8558694467	0.0179893099	0.0724958415	"8"	123242356	123254348	"Vps9d1"	"protein_coding"	1244.75666666667	1.74498549659722	"FALSE"
"ENSMUSG00000001065"	624.38	692.6	688.36	626.6	451.86	185.03	1037.13	953.45	866.66	-0.6667669148	0.1144114965	0.2754086825	"8"	123254195	123269745	"Zfp276"	"protein_coding"	680.674444444444	0.941530333797787	"FALSE"
"ENSMUSG00000001076"	2.78	0	0	6.27	0	9.06	1.86	15.46	0	2.5244128253	0.2575517582	0.4674293825	"15"	99084686	99087817	"C1ql4"	"protein_coding"	3.93666666666667	0.589135481023349	"FALSE"
"ENSMUSG00000001082"	1335.72	1648.72	1532.38	1020.28	1267.72	1573.9	622.46	671.97	505.92	-0.2260678874	0.2881465516	0.5004246655	"5"	34633642	34637212	"Mfsd10"	"protein_coding"	1131.00777777778	0.540386573479997	"FALSE"
"ENSMUSG00000001089"	766.84	775	482.2	430.54	767.59	669.13	1122.86	816.78	790.06	-0.1162902619	0.660715843	0.8101865895	"4"	136469761	136554780	"Luzp1"	"protein_coding"	735.666666666667	0.179985279320056	"FALSE"
"ENSMUSG00000001098"	971.26	1038.51	924.96	781.87	577.38	320.97	698.87	1044.56	1269.26	-0.8048662956	0.0016451483	0.0112386143	"5"	114363567	114380508	"Kctd10"	"protein_coding"	847.515555555556	2.78379494697317	"FALSE"
"ENSMUSG00000001100"	924.09	1028.41	1070.94	1002.24	1229.1	754.47	968.17	771.22	722.36	-0.0194641754	0.9133000581	0.9614360203	"11"	78512193	78522736	"Poldip2"	"protein_coding"	941.222222222222	0.0393865147242486	"FALSE"
"ENSMUSG00000001105"	786.26	838.74	935.34	1399.06	1261.93	2789.82	1307.36	827.35	783.82	1.0901490948	0.191291462	0.3877308628	"11"	78536361	78541737	"Ift20"	"protein_coding"	1214.40888888889	0.718304413605929	"FALSE"
"ENSMUSG00000001119"	373.71	447.74	327.23	36.86	93.66	214.49	98.77	125.28	285.92	-1.7344128422	0.0056950151	0.0301408171	"10"	76708792	76726168	"Col6a1"	"protein_coding"	222.628888888889	2.24450512007689	"TRUE"
"ENSMUSG00000001120"	160.03	181.12	157.04	152.14	191.17	67.22	48.46	118.77	130.93	-0.2817974247	0.4860801838	0.6817998436	"10"	76761857	76961887	"Pcbp3"	"protein_coding"	134.097777777778	0.313292083598844	"FALSE"
"ENSMUSG00000001123"	2998.89	3230.58	2868.28	918.33	1089.1	1604.86	910.4	483.23	487.22	-1.3325206861	0.0034332916	0.0201033982	"11"	78962974	78984946	"Lgals9"	"protein_coding"	1621.21	2.46428930904358	"TRUE"
"ENSMUSG00000001127"	2879.57	3442.79	3239.79	3118.08	3650.62	2397.85	4291.08	4012.29	3824.7	-0.0609876185	0.9215541067	0.9657131613	"X"	20797814	20860519	"Araf"	"protein_coding"	3428.53	0.0354791612030074	"FALSE"
"ENSMUSG00000001128"	8512.9	11090.17	9407.35	7243.1	7250.07	6833.31	253.46	462.89	870.22	-0.4439298026	0.407667043	0.6164944563	"X"	20925454	20931555	"Cfp"	"protein_coding"	5769.27444444444	0.389694396769032	"FALSE"
"ENSMUSG00000001131"	51.8	34.98	31.13	25.1	63.72	143.49	59.64	46.37	169.23	0.9818417005	0.1444556199	0.3218816189	"X"	20870166	20874735	"Timp1"	"protein_coding"	69.4955555555556	0.840265557702914	"FALSE"
"ENSMUSG00000001134"	246.05	276.73	343.83	293.3	404.55	672.91	398.82	241.62	186.16	0.6611977606	0.0543119113	0.1637441338	"X"	20941722	20962017	"Uxt"	"protein_coding"	340.441111111111	1.26510491360513	"FALSE"
"ENSMUSG00000001138"	522.63	502.16	346.6	258.79	246.21	85.34	173.32	407.57	313.53	-1.2169369234	0.0022278737	0.0142533359	"1"	36511867	36528237	"Cnnm3"	"protein_coding"	317.35	2.65210943331331	"TRUE"
"ENSMUSG00000001143"	903.74	1024.52	913.89	634.44	807.17	729.55	997.99	565.4	374.1	-0.3888379138	0.1334725169	0.3055209711	"1"	36419871	36445271	"Lman2l"	"protein_coding"	772.311111111111	0.874608149935565	"FALSE"
"ENSMUSG00000001150"	890.79	704.26	778.3	793.64	500.14	207.69	494.8	925.79	525.52	-0.6605897579	0.0925008123	0.2378384114	"10"	76468971	76515856	"Mcm3ap"	"protein_coding"	646.77	1.0338544534679	"FALSE"
"ENSMUSG00000001151"	1349.59	1491.7	1516.47	1019.49	820.69	926.67	708.19	1324.41	797.18	-0.655186895	0.0036286289	0.0209706607	"10"	76351254	76442912	"Pcnt"	"protein_coding"	1106.04333333333	2.44025744483973	"FALSE"
"ENSMUSG00000001156"	23150.31	14803.47	14688.01	20260.46	19033.25	9055.2	37855.63	59649.81	63494.19	-0.1227236325	0.8108487639	0.9019998991	"6"	86647042	86669161	"Mxd1"	"protein_coding"	29110.0366666667	0.0910601410152139	"FALSE"
"ENSMUSG00000001157"	1028.61	879.94	1156.72	1005.38	780.14	341.36	730.56	1428.54	1589.02	-0.5275764076	0.1393477057	0.3141233047	"6"	86691768	86733383	"Gmcl1"	"protein_coding"	993.363333333333	0.85590017736354	"FALSE"
"ENSMUSG00000001158"	721.51	802.2	763.08	1362.98	1915.59	2193.19	2592.35	1063.27	1072.41	1.2586613024	0.0649495827	0.1859406759	"6"	86675151	86684522	"Snrnp27"	"protein_coding"	1387.39777777778	1.18742363491689	"FALSE"
"ENSMUSG00000001166"	108.23	220.76	123.14	82.34	0	81.56	36.34	69.15	23.16	-1.460217035	0.0622054284	0.1804237152	"5"	120800194	120812514	"Oas1c"	"protein_coding"	82.7422222222222	1.20617171464524	"FALSE"
"ENSMUSG00000001173"	158.18	117.38	228.99	130.18	189.24	174.46	136.05	231.04	220.9	-0.0330328097	0.9233632885	0.966664311	"X"	47912387	47965868	"Ocrl"	"protein_coding"	176.268888888889	0.0346273963203062	"FALSE"
"ENSMUSG00000001175"	28408.08	29254.03	26417.8	89162.48	113774.65	121548.08	202969.56	104894.6	117775.78	1.9483197675	0.0004340383	0.0037183337	"12"	100199435	100209806	"Calm1"	"protein_coding"	92689.4511111111	3.36247194619081	"TRUE"
"ENSMUSG00000001211"	405.16	551.9	664.84	901.07	653.66	1079.98	3466.41	725.66	620.82	0.6998813616	0.2544021034	0.4638824618	"10"	78269178	78352489	"Agpat3"	"protein_coding"	1007.72222222222	0.594479302256183	"FALSE"
"ENSMUSG00000001227"	536.51	415.09	411.63	27.45	0	11.33	0.93	39.05	31.17	-5.1251239208	1.24143080052906e-08	4.00928340424735e-07	"17"	56123085	56140343	"Sema6b"	"protein_coding"	163.684444444444	7.90607748375015	"TRUE"
"ENSMUSG00000001228"	2082.2	2332.77	2366.02	2088.39	959.72	1527.83	1290.59	2962.03	2550.99	-0.5673466116	0.307438519	0.5207932625	"17"	56303321	56323486	"Uhrf1"	"protein_coding"	2017.83777777778	0.51224172063217	"FALSE"
"ENSMUSG00000001229"	1964.73	1996.96	1662.44	1294.76	1367.17	913.83	902.01	1775.1	1352.1	-0.6535673824	0.0123025882	0.0543444629	"17"	56186682	56218889	"Dpp9"	"protein_coding"	1469.9	1.91000351272867	"FALSE"
"ENSMUSG00000001240"	33.3	61.41	36.67	9.41	18.34	5.29	27.95	2.44	2.67	-1.9976290716	0.0820395861	0.2190977836	"11"	101246028	101259546	"Ramp2"	"protein_coding"	21.9422222222222	1.08597653936827	"FALSE"
"ENSMUSG00000001247"	43.48	48.97	62.26	164.69	181.52	118.57	260.91	113.08	134.5	1.5816636223	8.99308673305301e-06	0.0001383649	"7"	30957770	30973464	"Lsr"	"protein_coding"	125.331111111111	5.04609121805049	"TRUE"
"ENSMUSG00000001248"	4110.76	4185.92	4719.59	4822.2	5561.38	2027.03	6486.48	8472.01	8834.05	-0.0688942244	0.824697891	0.9096791847	"7"	31130127	31155896	"Gramd1a"	"protein_coding"	5468.82444444444	0.0837051160567715	"FALSE"
"ENSMUSG00000001249"	60.13	59.85	40.82	16.47	62.76	36.25	22.36	56.95	33.85	-0.4793957337	0.6042736218	0.772296041	"7"	31098725	31115290	"Hpn"	"protein_coding"	43.2711111111111	0.218766363482372	"FALSE"
"ENSMUSG00000001270"	11408.19	13949.19	12508.78	5087.27	5236	3751.98	1165.72	1167.4	1485.7	-1.4277667991	0.0038573709	0.0220483095	"12"	111669355	111672338	"Ckb"	"protein_coding"	6195.58111111111	2.4137086001594	"TRUE"
"ENSMUSG00000001280"	746.49	698.82	704.96	542.68	868.97	473.53	425.85	458.83	449.81	-0.1908271246	0.4807446593	0.6774452197	"15"	102406143	102436404	"Sp1"	"protein_coding"	596.66	0.318085531737268	"FALSE"
"ENSMUSG00000001281"	14529.18	16461.52	15227.63	10319.62	7540.69	6141.52	4247.29	2895.32	2355.93	-0.9453204023	0.0060980515	0.0317186855	"15"	102215995	102231935	"Itgb7"	"protein_coding"	8857.63333333333	2.21480891219901	"FALSE"
"ENSMUSG00000001285"	499.51	699.6	590.12	629.73	560	737.1	689.55	454.76	406.16	0.1069254185	0.7415000457	0.8596294124	"15"	102331709	102338139	"Myg1"	"protein_coding"	585.17	0.129888817869237	"FALSE"
"ENSMUSG00000001288"	7.4	15.55	16.6	210.17	232.69	117.06	54.05	86.23	106.89	3.8055451932	2.0097277033572e-16	2.5258403057314e-14	"15"	102234938	102257517	"Rarg"	"protein_coding"	94.0711111111111	15.6968627808583	"TRUE"
"ENSMUSG00000001289"	1601.2	1886.58	1455.59	2065.65	3406.35	3256.55	5204.28	2221.73	2254.38	0.8202274796	0.0659010281	0.1876474887	"15"	102326116	102331873	"Pfdn5"	"protein_coding"	2594.70111111111	1.18110781006951	"FALSE"
"ENSMUSG00000001300"	56.43	31.09	10.38	360.74	670.07	428.97	50.32	464.52	639.53	3.9020884989	2.82274601489209e-05	0.0003775061	"8"	8617434	8661242	"Efnb2"	"protein_coding"	301.338888888889	4.54932819705435	"TRUE"
"ENSMUSG00000001305"	620.68	761.01	637.86	600.72	568.69	783.17	348.5	240.8	238.71	-0.0483954039	0.8705187914	0.9366977949	"1"	186720978	186749358	"Rrp15"	"protein_coding"	533.348888888889	0.0602218495745154	"FALSE"
"ENSMUSG00000001313"	39.78	58.3	41.51	23.53	35.72	42.29	13.98	21.15	14.25	-0.4598905817	0.3669848233	0.5810430575	"11"	101464999	101471853	"Rnd2"	"protein_coding"	32.2788888888889	0.435351895675297	"FALSE"
"ENSMUSG00000001323"	69.38	57.52	83.71	79.21	30.9	55.89	38.21	90.3	72.15	-0.3406922657	0.5191392717	0.7074332218	"11"	74906359	74925948	"Srr"	"protein_coding"	64.1411111111111	0.284716116492978	"FALSE"
"ENSMUSG00000001333"	0.93	3.89	4.15	2.35	24.14	12.84	21.43	34.17	69.48	2.0908618407	0.0185782889	0.0741957966	"4"	129287617	129308559	"Sync"	"protein_coding"	19.2644444444444	1.73099428794778	"FALSE"
"ENSMUSG00000001334"	1776.95	2066.14	1453.51	414.07	297.38	343.63	5920.85	3700.71	3968.11	-2.3272271843	1.04608039928578e-11	6.21777076076901e-10	"4"	129136999	129144593	"Fndc5"	"protein_coding"	2215.70555555556	10.9804349353308	"TRUE"
"ENSMUSG00000001348"	3353.17	3674.44	3129.1	3260.81	3108.97	3335.85	1180.63	2041.94	2394.23	-0.065522642	0.8650342444	0.9333797182	"9"	22126727	22135711	"Acp5"	"protein_coding"	2831.01555555556	0.0629666996339398	"FALSE"
"ENSMUSG00000001349"	21.28	49.75	26.98	9.41	21.24	23.41	4.66	21.97	39.19	-0.8608500932	0.2661533835	0.4774923072	"9"	22099216	22109630	"Cnn1"	"protein_coding"	24.21	0.574868008446555	"FALSE"
"ENSMUSG00000001366"	813.09	769.56	662.76	707.37	955.86	653.27	1121.92	863.15	838.16	0.0445432306	0.8398501836	0.9183154202	"9"	78081499	78109065	"Fbxo9"	"protein_coding"	820.571111111111	0.0757981785080262	"FALSE"
"ENSMUSG00000001376"	1208.99	890.04	1083.39	549.74	322.48	286.23	164.93	407.57	449.81	-1.4576305041	0.0004476657	0.0038122572	"6"	3498382	3603531	"Vps50"	"protein_coding"	595.908888888889	3.34904617984347	"TRUE"
"ENSMUSG00000001380"	1809.33	1738.89	1646.53	1695.49	1509.1	1744.58	2076.12	1179.61	1263.92	-0.0697677057	0.8378230761	0.9174204836	"18"	36766530	36783205	"Hars"	"protein_coding"	1629.28555555556	0.0768476820687628	"FALSE"
"ENSMUSG00000001383"	1300.57	1406.97	1295.09	1765.29	2221.66	2237.74	3499.03	1836.93	1853.57	0.6370494409	0.3818406965	0.5945919131	"18"	36793923	36799660	"Zmat2"	"protein_coding"	1935.20555555556	0.418117786462285	"FALSE"
"ENSMUSG00000001403"	1362.54	1501.8	1592.57	2651.47	1512	4639.37	647.62	495.43	469.4	0.9820112538	0.0199937834	0.0784374395	"2"	164769898	164778822	"Ube2c"	"protein_coding"	1652.46666666667	1.69910501707392	"FALSE"
"ENSMUSG00000001415"	1785.28	1542.22	1385.71	1035.18	619.86	791.48	997.06	1241.43	1213.15	-0.9457798547	0.052935635	0.1609703263	"3"	88336260	88362338	"Smg5"	"protein_coding"	1179.04111111111	1.27625187288676	"FALSE"
"ENSMUSG00000001416"	6254.01	6255.17	5717.19	4850.43	3937.38	4714.14	6323.41	3459.09	3607.37	-0.4327762567	0.0647885194	0.1857472696	"3"	88297116	88321767	"Cct3"	"protein_coding"	5013.13222222222	1.1885019447924	"FALSE"
"ENSMUSG00000001418"	2246.86	2635.15	2327.97	2714.2	2997.93	3337.36	5480.1	2893.69	2489.53	0.327827168	0.1990439043	0.3982978109	"3"	88325023	88331313	"Glmp"	"protein_coding"	3013.64333333333	0.701051118102039	"FALSE"
"ENSMUSG00000001419"	2907.32	2579.96	2543.13	2048.4	2407.04	1936.41	900.15	1483.86	1401.09	-0.3293482673	0.0854688844	0.225143603	"3"	88142372	88172086	"Mef2d"	"protein_coding"	2023.04	1.06819196472094	"FALSE"
